ID #,TITLE,DESCRIPTION,LOCATION,DISTRICT,LATITUDE,LONGITUDE
CF-0503417,North Dale Refridgerated Ice Rink Modifications,"Two of the three refrigerated ice rinks installed in 2007 require major system modifications.  We will install the piping system underground and leave the infrastructure in place on a permanent basis, which will minimize annual start-up and shut-down costs, and provide a more long term sustainable system.  It will also provide a summer roller hockey sport field.",1414 St. Albans St. N,5,44.9836464,-93.1275024
CF-083420,Rondo Commemorative Plaza,"The Rondo Commemorative Plaza and Garden (RCP&G) will be a place to remember the history of Rondo's African-American community. The space will feature interactive historical displays that will provide visual, written, and oral information, signage, images, music and art representative of the Rondo community before the I-94 was built in the early 1960s.",820 Concordia Ave,8,44.9511566,-93.1349945
SU-1703467,"Street Lighting - E. 6th, Eichenwald, Maple, and Hope","Install lantern lighting- single residential lanterns, 100 watt bulbs- spaced 130 feet apart on both sides of East 6th Street from Hope St eastward until Johnson Parkway.  Also replacement of existing bent straw style lights to lantern style lighting per city standard on Eichenwald Street, Hope Street (From East 7th to 3rd St.), Maple Street (7th St to 3rd St).","East 6th St. Eichenwald, Maple, and Hope St.",4,44.9592209,-93.0678711
SU-133450,Pedestrian Safety and Traffic Improvements,"This three-part project addresses serious concerns about pedestrian safety in the Snelling-Selby area.  It implements infrastructure changes, some already designed by Saint Paul Public Works, and uses placemaking elements, including public art and signage, to divert and slow vehicle traffic in the area, making it safer for all users.",Snelling and Selby Area,13,44.9465637,-93.1669617
SU-033470,Wabasha Street Bike Lane Connection,This project proposes to connect existing on street bike lanes along the Wabasha Bridge to Wabasha Street bike lanes south of Plato Boulevard.,Wabasha St. From Water St. to Plato,3,44.9371414,-93.090477
SU-1203202,Raymond Ave Streetscape - EPD to Como Ph III,"Reconstruct Raymond Avenue from Energy Park Drive to Como.  Proposed improvements include: new bituminous pavement, curb & gutter, bump-outs at various intersections, spot sidewalk replacement, ADA compliant pedestrian ramps, storm water quality improvements, bike lanes, street lighting, traffic signal revisions and landscaping.",Raymond Ave from Energy Park Drive to Como Ave,12,44.9756165,-93.1926346
RE-550797-1,East Side Home Improvement Revolving Loan Fund,"The East Side RLF provides a comprehensive package of services to retain and promote safe and affordable home ownership.  Services include: home inspections, lead paint risk assessments, spec writing, assistance obtaining bids, construction monitoring, lead clearance testing, construction escrow management, loan processing, financial counseling and the provision of below market interest rate loans to owner occupant households unable to obtain affordable conventional financing.  Using CDBG funds for rehab financing allows access to a wide variety of public and private resources that are ""packaged"" with RLF loans.  This results in added leverage and neighborhood impact.  Partnerships with private lenders, the MHFA, Neighborhood Reinvestment Corporation and others are fully utilized to maximize investment dollars.  These funds enable homeowners/home buyers to rehabilitate, refinance/rehabilitate or purchase/rehabilitate a home.  Our joint request for CIB/CDBG funding is $1,000,000 (Dayton's Bluff: $500,000 or $250,000 per year, and Payne/Phalen: $500,000 or $250,000 per year).",Dayton's Bluff,"4, 5",44.9567757,-93.0598068
SU-173441,Downtown Sidewalk Tree Preservation,"Install protective tree guards around sidewalk trees along 6th Street and 5th Street between Broadway and 7th Street, in order to extend lifespan by protecting the tree trunks from damage.",6th Street and 5th Street in downtown,17,44.9477654,-93.0912628
SU-553459,Rice Street Streetscape Pennsylvania to Sycamore,"Enhance the Streetscape of Rice Street between Sycamore Street and Pennsylvania Avenue. Enhancements will include: sidewalk and driveway apron replacement, pedestrian ramps, spot curb-replacement as necessary, and trees. Additional improvements include traffic signal work, new twin-lantern street lighting system, and new signal interconnect. Aesthetic improvements to the Rice Street Bridge over the BNSF tracks include new lighting and railing, and may be combined with additional bridge repairs.",Pennsylvania Ave to Sycamore St,"6, 7",44.9631996,-93.1062546
CF-6603207-2,New Facility for Police Training,"The police department is looking to replace the Annex Building located at 100 E 10th Street. The new facility will be utilized for an indoor shooting range, defensive tactics area, training unit and classroom, and Special Investigative Task Force Office. The City of St. Paul's Real Estate has helped us locate an existing structure that would meet most of our needs. The building would require an addition to the existing building for the indoor range. The Communication Services & Maintenance garage would be relocated to the Public Safety Garage located at 1675 Energy Park Drive.  The new training facility will be built at 600 Lafayette Raod.",600 Lafayette Road,4,44.959254,-93.0821897
SU-0103463,Signalized Crossing for Eastern Heights Elementary,"Install a High intensity Activated crossWalK (HAWK) signal light for Eastern Heights Elementary School student crossings. This will stop traffic on Ruth Street and allow students to safely cross along Margaret Street, as well as enable bicycle traffic to cross. Pedestrian and bike crossing is unsafe and difficult for children attending Eastern Heights Elementary School, and for bicycle crossing of Ruth Street for the Margaret Street Bikeway.",Ruth Street and Margaret Street,1,44.9612732,-93.0151443
SU-5503457,Randolph Avenue Reconstruction - Syndicate to I-35E,"This Ramsey County project is to reconstruct Randolph Avenue with bituminous pavement, concrete curb and gutter, driveway aprons, outwalks, Americans with Disabilities Act (ADA) compliant pedestrian ramps, storm sewer system improvements and grade and sod boulevards. In addition, Public Works would like to include new street lighting, tree planting and traffic signal revisions.

Ramsey County has scheduled the roadway for reconstruction in 2015-2016. This proposal is to fund the City share of the project cost for the 2016 phase of the project.",Syndicate to 35#,"14, 15",44.9269562,-93.1536331
